sku_id,machine_family,machine_type,vcpus,memory,cpu_arch,region,region_code,zone,os,network_tier,price_model,on_demand_hourly_usd,spot_hourly_usd,sustained_use_discount_eligible,cud_1yr_discount,cud_3yr_discount,preemptible_available,effective_date,currency,boot_disk_type,boot_disk_gb,local_ssd_count,local_ssd_total_gb,gpu_model,gpu_count,gpu_hourly_usd,egress_destination,egress_gb,egress_unit_price_usd,billing_frequency,usage_hours_month,monthly_cost_estimate_usd,price_source,feedback
SKU-F67281E35B72,e2,e2-standard-16,16,64,x86_64,Southamerica East1,southamerica_east1,southamerica-east1-d,SUSE,STANDARD,on_demand,$0.7810,—,False,0.3, 57 % ,no,02-06-2024,€,pd-standard,100GB,0,750,,0.0,,china,up to 10GB,"€0,2403/GB",per minute,271,218.07,Calculator,"Expensive option, not recommended"
SKU-DB608B3A61CF,t2d,T2D STANDARD 64,64,256,X86-64,Asia East1,asia-east1,asia-east1-d,Windows Server 2022,Standard,on_demand,"4,2913",0.9605,False,,,False,05-11-2023,USD,pd-balanced,10,2,,NVIDIA_V100,2.0,5.2553 USD,intercontinental,up to 100GB,"0,1194 /GB",Per_Second,,"8221,61 USD",Manual,Adequate pricing for the resources
SKU-B494A1A87143,n2,n2-highmem-32, 32vcpus , 256GB ,x86_64,US-CENTRAL1,us_central1,us-central1-e,SUSE,Premium,OnDemand,US$ 2.4359,US$ 0.5262,Y, 25 % , 57 % ,0,06/27/2025,usd,pd_standard,10,0,0,NVIDIA_A100_40GB,1.0,3.607,same-continent,up to 1000GB,0.08 USD/GB,per_second,730,,Pricing table,"Poor value, consider alternatives"
SKU-83E3C707D594,t2d,t2d-standard-4, 4vcpus ,16,x86_64,ASIA-SOUTHEAST1,asia_southeast1,asia-southeast1-d,linux,Standard,OnDemand,,0.0427 USD,YES, 25 % , 50 % ,no,07/04/2024,US$,PD-STANDARD, 100gb ,4,,,0.0,,intercontinental,100,0.1146,per_second,454,$97.24,Pricing API,Reasonable cost for enterprise use
SKU-B412A709B394,n2,n2-highcpu-64,64,64GiB,arm64,us_central1,us-central1,Us Central1 F ,linux,Standard,OnDemand,US$ 2.3564,,Y,0.25, 50 % ,1,2023-12-16,usd,pd_ssd,50GB,0,0,,0.0,0,same-region,up to 50GB,0.0095,per_second,520,1278.61,Pricing table,Cost is too high for the performance
SKU-8B3AEB35E2CE,n2,N2 HIGHMEM 16,16 vCPU,128GiB,arm64,us_east1,US-EAST1,US-EAST1-C,SUSE,STANDARD,on_demand,1.2376 USD,0.4854,true, 20 % ,50%,0,16-02-2024,usd,pd-ssd,100GB,0,,,0.0,,china,10,0.2198,per-second,varies,,Pricing API,"Poor value, consider alternatives"
SKU-8A5A1F5F53A3,C3,c3-highmem-32 ,32,256,arm64,us-west1 ,us-west1,Us West1 B  ,linux,STANDARD,on-demand,2.4868,,False, 20 % ,,False,23-03-2023,USD,pd-ssd,10,1,,NVIDIA_A100_40GB,1.0,"3,6566",same-region,up to 500GB,$0.010/GB,Per_Second,730,"4491,19 USD",Pricing table,Adequate pricing for the resources
SKU-09CD20C40C5E,E2,e2 HIGHCPU 64, 64vcpus ,64,X86-64,europe-north1,europe_north1,europe-north1-c,linux,Standard,OnDemand,"1,7191",US$ 0.4942,False, 25 % ,57%,1,14/05/2025,USD,pd_ssd,100,1,0,NVIDIA_V100,2.0,$4.7691,same-region,1000,0.0099,per-second,500,$3271.02,Manual,Great price point for the resources provided
SKU-93F68255FECD,c2,c2-highmem-8,8,64 GB,arm64,Europe West4,europe-west4,europe-west4-f,Windows Server 2022,STANDARD,on-demand,"0,7954",US$ 0.2862,0,25%,0.57,YES,03/23/2024,US$,PD-SSD,50,1,,,,,china,100,$0.236/GB,Per_Second,730,"688,25 USD",Calculator,Acceptable cost for the specifications
SKU-C4983EC378E9,a2,A2 HIGHCPU 2,2,4 GiB,x86_64,Montréal,NORTHAMERICA-NORTHEAST1,northamerica-northeast1-f,linux,Premium,OnDemand,0.1153,"0,0340",Y,0.25,0.57,False,28-01-2025,EUR,PD-SSD,100,0,,,0.0,0,intercontinental,up to 500GB,"0,1151 /GB",per_second,557,"125,26 USD",Pricing table,Excellent performance at a reasonable price
SKU-C5EC50F64D8F,e2,E2 HIGHCPU 4,4,4,x86_64,Finland,EUROPE-NORTH1,europenorth1f,linux,Standard,on-demand,0.1043,0.0445 USD,Y, 30 % ,,True,07/02/2023,€,pd_balanced,25 GB,0,750,,,,australia,200,0.193,per_second,730,,Pricing table,Too costly relative to resources
SKU-6BBF5BE9ED18,n2d, n2dSTANDARD96 ,96,384,arm64,europe_north1,EUROPE-NORTH1,Europe North1 F ,Linux,premium ,on-demand,"4,9150",1.4674 USD,0, 20 % , 45 % ,1,25/05/2025,usd,PD-BALANCED,10 GB,4,750,,0.0,0,same-continent,500,0.0805,per-second,720,$3580.07,Pricing API,Very cost-effective for our use case
SKU-3C31620745E8,n2d,n2d HIGHMEM 64,64,512 GiB,X86-64,Montréal,northamerica_northeast1,northamerica-northeast1-a,Windows Server 2019,STANDARD,OnDemand,5.5806,"€2,4522",True,0.25,,YES,2024/12/16,EUR,PD-BALANCED, 50gb ,0,0,,0.0,,australia,50,0.188,per minute,730,,Calculator,"Moderate cost, suitable for most use cases"
SKU-23F620D6E041,n2d,n2d STANDARD 32, 32vcpus ,128,X86-64,me-central1,me-central1,ME-CENTRAL1-C,RHEL,Standard,on-demand,1.9502 USD,$0.8585,True, 20 % ,,,07/18/2023,€,pd-standard,50,4,,,0.0,0,same-region,10,0.0096,per minute,varies,,Pricing table,Very satisfied with the pricing and performance
SKU-1C66AF929B85,N2D,n2d-highmem-96,96,768 GB,X86-64,Us Central1,us_central1,us-central1-d,Linux,Premium,on-demand,$6.0427,0.9418,YES,25%,0.5,0,02/09/2025,US$,pd-balanced, 50gb ,0,375,NVIDIA_H100_80GB,1.0,5.1589,australia,100,0.19 USD/GB,Per_Second,730,$8200.83,Pricing API,"Good value proposition, worth the investment"
SKU-B80C3F90A740,n2d,n2d HIGHCPU 2,2 vCPU, 2GB ,x86_64,Us West1,us_west1,us-west1-c,Linux,Standard,on-demand,0.0718,$0.0164,Y, 30 % ,57%,0,2023-08-24,US$,pd-ssd, 25gb ,0,,NVIDIA_K80,2.0,$0.3923,same-region,10,0.01 USD/GB,Per_Second,approx 500,"338,48 USD",Pricing table,Adequate pricing for the resources
SKU-4F8A7FFBA407,c2,c2-standard-96,96, 384GB ,X86-64,europe-west4,europe_west4,europe-west4-e,Linux,Standard,OnDemand,5.4696 USD,"€1,2472",Y,25%, 50 % ,Y,2024/02/28,EUR,pd-ssd,25 GB,2,,,0.0,0,same-region,500,0.0103,per minute,720,"3631,74 USD",Calculator,Excellent performance at a reasonable price
SKU-F352EBB11823,A2,a2 STANDARD 64,64 vCPU,768,arm64,asia-east1,ASIA-EAST1,asia-east1-b,RHEL,STANDARD,on-demand,8.5566,$3.3879,,0.3,50%,YES,05/13/2023,usd,PD-SSD,10,0,,,0.0,,china,200,"0,2275 /GB",per minute,720,,Pricing API,Very satisfied with the pricing and performance
SKU-14D04A3AE757,c2,C2 HIGHCPU 16,16 vCPU,16,x86_64,southamerica_east1,SOUTHAMERICA-EAST1,southamerica-east1-a,Linux,Standard,on-demand,0.7994 USD,$0.1797,N,,50%,0,2023-04-29,USD,pd_standard,100 GB,4,,,0.0,0,china,200,0.235,per_second,549,,Manual,"Moderate cost, suitable for most use cases"
SKU-37F02F3D64A4,e2,e2-standard-4,4,16,arm64,Us West1,us-west1,us-west1-f,Windows Server 2019,Standard,OnDemand,$0.2306,US$ 0.0926,no,0.3,,1,2023/06/20,USD,pd-balanced, 25gb ,0,,,,0,china,500,"0,22 /GB",Per_Second,720,278.55,Manual,"Fair price point, meets expectations"
SKU-E5094152BD9B,t2d,T2D HIGHCPU 2,2 vCPU,2,x86_64,us-east4,US-EAST4,Us East4 A ,linux,Standard,on-demand,0.0594,$0.0110,False,0.2,45%,0,23/06/2023,EUR,PD-STANDARD,10GB,2,,,,0,same-region,up to 50GB,0.0104,Per_Second,730,"40,32 USD",Pricing API,"Not worth the price, overpriced"
SKU-57CF99D598F1,t2d,t2dhighcpu4, 4vcpus ,4,X86-64,US-WEST1,us-west1,us-west1-c,RHEL,Premium,on-demand,0.1407 USD,0.0522 USD,true,30%,57%,N,29/08/2025,usd,PD-STANDARD,25,0,375,,0.0,,intercontinental,up to 200GB,0.1209,per-second,720,"126,45 USD",Calculator,Very cost-effective for our use case
SKU-C74E9BA6BC92,n2,n2-highmem-2 ,2,16 GiB,arm64,EUROPE-WEST4 ,europe-west4,europe-west4-e ,linux,Premium,OnDemand,"0,1466",0.0419,Y, 30 % ,0.57,False,06-04-2024,US$,pd-standard,100,1,,,0.0,0,china,10,0.2372,Per_Second,401,$65.16,Manual,Overpriced for the specifications
SKU-0384D7E28C7E,a2,A2 HIGHMEM 4,4 vCPU,64GB,arm64,us-east4,us-east4,us-east4-b,linux,premium ,on-demand,US$ 0.6003,$0.2346,False,30%,,1,15-10-2025,usd,pd-balanced,50 GB,2,375,,0.0,,china,1000,0.22 USD/GB,hourly,,,Pricing API,Overpriced for the specifications
SKU-DFCDDAC90316,n1,n1standard4,4,15.0,x86_64,ASIA-NORTHEAST1,asia_northeast1,asia-northeast1-e,linux,Premium,on-demand,0.2042,"0,0536",False,30%, 57 % ,0,04/27/2024,US$,pd_ssd,50,0,,,0.0,,australia,up to 500GB,0.1992,hourly,720,,Pricing table,"Average pricing, acceptable for standard workloads"
SKU-78CFF9DE8A76,n1,n1-highcpu-8, 8vcpus ,7GB,X86-64,EUROPE-WEST4,europe-west4,Europe West4 B ,RHEL,premium ,on-demand,$0.3471,0.0898 USD,1,0.3,0.5,N,2024-06-28,€,pd_ssd,50 GB,4,,,,0,intercontinental,500,0.122,per_second,720,337.42,Manual,Very cost-effective for our use case
SKU-492E183FE85A,t2d,t2dhighcpu32,32,32,X86-64,US-EAST1,US-EAST1,us-east1-c,linux,STANDARD,on-demand,US$ 0.9530,US$ 0.4194,False,0.3, 50 % ,,2023-09-18,USD,PD-STANDARD,50 GB,0,,,0.0,0,same-continent,200,0.0773,per_second,337,338.62,Pricing table,Standard pricing structure
SKU-D5AEE8B31B0B,n2,N2 HIGHMEM 8,8,64,x86_64,us-east1,us_east1,useast1e,linux,Standard,on_demand,0.5529,0.1476,0,0.3,50%,N,05/11/2024,€,PD-SSD,25 GB,2,,,0.0,0,same-continent,up to 500GB,0.0811,per_second,180,144.33,Manual,"Price is reasonable, nothing exceptional"
SKU-6F7454DBD35E,C3, c3-standard-96 ,96,384,x86_64,Europe West (Netherlands),europe_west4,europe-west4-c,RHEL,Standard,OnDemand,$6.4359,US$ 2.3498,YES, 20 % , 45 % ,False,12/11/2023,US$,pd_balanced,100GB,0,,,0.0,0,intercontinental,50,0.1219,Per_Second,varies,4649.92,Manual,"Affordable and reliable, highly recommended"
SKU-4BCB0711D740,c2,c2 STANDARD 96,96,384 GiB,X86-64,northamerica-northeast1,northamerica_northeast1,northamerica-northeast1-d,Windows Server 2022,premium ,OnDemand,7.3256 USD,2.4215,N, 30 % ,45%,N,10/28/2025,€,pd-balanced, 10gb ,2,,,,0,china,50,0.2337,hourly,730,$5360.40,Manual,"Good value proposition, worth the investment"
SKU-A4A188DE30A8,n2,n2-highmem-2,2, 16GIB ,x86_64,us-east4,us_east4,Us East4 D ,linux,premium ,on-demand,US$ 0.1390,0.0339,no,0.2, 50 % ,1,01-11-2023,USD,pd-ssd, 10gb ,4,750,,0.0,,same-continent,500,$0.080/GB,Per_Second,730,143.41,Pricing table,Pricing is acceptable
SKU-55D54B3FA150,c2,c2-highmem-16,16, 128GB ,x86_64,europe-north1,EUROPE-NORTH1,europe-north1-f,SUSE,premium ,on_demand,US$ 1.3147,$0.4073,False,25%,57%,Y,10/31/2024,usd,pd_ssd,100GB,1,,,0.0,,australia,1000,0.1942,per-second,720,$1157.78,Manual,Excellent price-performance ratio
SKU-DB661B0A0B3C,N1,n1-highcpu-8,8 vCPU,7.2,arm64,us-central1,US-CENTRAL1,uscentral1c,RHEL,Premium,OnDemand,$0.3105,0.1359 USD,False,20%, 57 % ,no,2023/10/21,€,pd-standard,10,2,,NVIDIA_H100_80GB,2.0,"€11,079",australia,up to 1000GB,"0,1967 /GB",per-second,720,,Manual,Fair value proposition
SKU-9694B48F3646,N1,n1-highcpu-8,8,7.2,X86-64,Europe West (Netherlands),europe-west4,europewest4d,SUSE,STANDARD,OnDemand,"0,3420",0.0656,no,20%,45%,0,09/24/2025,usd,PD-SSD,50GB,4,0,,0.0,0,same-continent,1000,0.0763,per_second,730,"334,42 USD",Manual,Fair value proposition
SKU-93E06313B9CB,N1,n1-highcpu-16, 16vcpus ,14.4,x86_64,Taiwan,asia-east1,Asia East1 F ,Linux,Standard,OnDemand,$0.6164,"€0,2274",,0.2,,YES,24-04-2023,€,pd_balanced,10GB,2,750,,0.0,0,same-region,up to 500GB,0.0098,hourly,720,"413,75 USD",Calculator,"Price is reasonable, nothing exceptional"
SKU-7997F49D89B3,n2,n2-highcpu-8, 8vcpus ,8 GiB,arm64,US-WEST1,us_west1,uswest1e,RHEL,premium ,OnDemand,0.3476 USD,0.1296,true,0.25,57%,no,2024/06/22,USD,PD-STANDARD,10GB,0,,NVIDIA_L4,1.0,"0,5724",same-continent,up to 50GB,$0.081/GB,per-second,251,,Pricing table,"Price is reasonable, nothing exceptional"
SKU-582DC1A89A99,E2,e2-standard-96,96 vCPU,384,arm64,europe-west1,europe_west1,europewest1a,Windows Server 2022,Premium,on_demand,"5,6416",$1.5928,1,20%,50%,1,2025/01/30,€,PD-STANDARD, 50gb ,2,2x375,,,0,same-continent,500,0.0839,per minute,730,"4162,35 USD",Pricing API,"Not worth the price, overpriced"
SKU-84C2481C79F5,N2D,N2D HIGHCPU 32,32,32 GB,X86-64,Finland,europe-north1,europe-north1-f,RHEL,STANDARD,OnDemand,$1.3518,$0.4165,True,,,True,01/30/2024,US$,pd-standard,25GB,4,375,NVIDIA_K80,1.0,0.2132,same-region,up to 500GB,$0.010/GB,Per_Second,,,Pricing API,Reasonable cost for enterprise use
SKU-89A59B38EC92,n2d,n2d-standard-32,32 vCPU,128,x86_64,Asia Northeast1,ASIA-NORTHEAST1,asia-northeast1-e,Linux,STANDARD,on_demand,$1.7396,,False, 20 % ,50%,0,2023/06/05,USD,PD-BALANCED,25 GB,0,750,,,0,same-region,1000,0.0099,per minute,730,,Calculator,Reasonable pricing for enterprise workloads
SKU-82623839A87B,n2,N2 HIGHCPU 96,96,96 GB,arm64,asia-southeast1,asia_southeast1,Asia Southeast1 C ,RHEL,Premium,OnDemand,US$ 4.6611,—,False,,0.5,False,21/01/2025,usd,PD-STANDARD,50GB,0,,,0.0,0,intercontinental,10,0.12 USD/GB,per minute,approx 500,,Manual,Cost prohibitive for small projects
SKU-6A334F902529,n1,n1 HIGHMEM 64,64,416.0,x86_64,us-east4,us_east4,us-east4-a,Windows Server 2019,Premium,OnDemand,$5.0792,"0,8141",,0.2,,N,28/01/2025,EUR,PD-SSD,50GB,4,375,,,0,australia,50,"0,1899 /GB",hourly,,3380.99,Calculator,"Excellent value for money, great performance to cost ratio"
SKU-385F00CC4AF8,c2, c2-standard-8 ,8,32,X86-64,EUROPE-WEST4,europe-west4,europe-west4-b,SUSE,Standard,on_demand,US$ 0.5182,0.0857,true,0.3,0.5,0,2024-09-10,US$,pd-ssd, 10gb ,1,,,0.0,0,same-continent,500,0.08 USD/GB,per-second,333,$213.26,Manual,"Affordable and reliable, highly recommended"
SKU-83A236E55DD0,e2,e2-standard-32, 32vcpus ,128 GiB,X86-64,europe-west1,EUROPE-WEST1,EUROPE-WEST1-A,Windows Server 2019,premium ,on-demand,1.8458,0.4712,Y,30%,0.57,1,07/30/2025,usd,pd-balanced,50 GB,2,2x375,,,0,australia,500,$0.196/GB,hourly,,$1488.14,Pricing table,Very cost-effective for our use case
SKU-E156953A8E43,c3,c3 HIGHCPU 4, 4vcpus ,4 GB,arm64,ASIA-EAST1,asia-east1,asia-east1-c,SUSE,STANDARD,on_demand,0.2233,—,Y,20%, 45 % ,YES,2023-03-25,€,pd_ssd,100 GB,4,0,,,0,same-continent,50,0.0816,per-second,730,$169.35,Pricing table,Expensive and not justified
SKU-763968581C44,e2,e2-highcpu-8,8,8,arm64,us-west1,us-west1,uswest1d,Windows Server 2022,Standard,on_demand,0.3679,US$ 0.0847,YES,,57%,True,2023/01/21,USD,pd_ssd,100GB,0,750,,0.0,0,same-continent,up to 500GB,$0.082/GB,Per_Second,720,$322.65,Pricing table,Reasonable cost for enterprise use
SKU-4BDE2039C00F,n2, n2-highcpu-2 ,2,2,x86_64,US East (N. Virginia),us-east4,Us East4 D ,RHEL,Standard,OnDemand,0.0857,"0,0251",, 20 % ,,YES,2025-09-01,US$,pd_ssd, 50gb ,2,,NVIDIA_K80,1.0,0.2049 USD,same-region,1000,0.01 USD/GB,hourly,720,"253,57 USD",Pricing table,"Expensive option, not recommended"
SKU-57B930B2E0D6,c2, c2-highmem-2 ,2,16GiB,x86_64,southamerica-east1,southamerica-east1,Southamerica East1 C ,RHEL,Premium,on-demand,0.1795,$0.0285,,,0.57,1,2025/06/16,usd,PD-STANDARD,100GB,0,,,0.0,0,same-continent,100,0.0777,Per_Second,720,$137.33,Pricing API,Cost prohibitive for small projects
SKU-14DE7D7A5B79,t2d,t2d-highcpu-8, 8vcpus ,8 GiB,x86_64,ASIA-NORTHEAST1,asia_northeast1,asianortheast1c,Linux,Standard,on-demand,"0,2580",,0,25%,50%,YES,01/03/2023,US$,PD-BALANCED, 25gb ,0,,,,0,same-continent,100,"0,0804 /GB",per-second,730,,Pricing API,Great deal for the resources allocated
SKU-DDF25B494793,a2,a2-highcpu-32,32 vCPU,64,x86_64,me-central1,ME-CENTRAL1,me-central1-b,Windows Server 2022,STANDARD,OnDemand,US$ 3.0139,"0,5179",YES,0.3,0.45,N,09/23/2025,USD,PD-SSD, 100gb ,2,,,0.0,0,china,10,$0.227/GB,Per_Second,667,$2029.52,Pricing API,"Good value proposition, worth the investment"
SKU-66EAD0911CCA,N2,n2-highcpu-64,64 vCPU,64,X86-64,Tokyo,asia_northeast1,Asia Northeast1 E ,Windows Server 2022,STANDARD,on-demand,4.1837,1.7383,False, 25 % ,45%,,31-12-2024,usd,pd-ssd,50 GB,1,,,0.0,,intercontinental,10,0.1164,per minute,730,"3063,78 USD",Calculator,Reasonable pricing for enterprise workloads
SKU-B9B918BE6C22,n1,n1-highmem-32, 32vcpus ,208GiB,arm64,Asia Northeast1,asia_northeast1,ASIA-NORTHEAST1-D,Windows Server 2019,Standard,on_demand,2.8383 USD,$0.4388,False, 30 % ,0.45,no,10-01-2023,EUR,PD-STANDARD, 50gb ,1,,,0.0,0,intercontinental,200,"0,115 /GB",per-second,730,1929.23,Calculator,Very cost-effective for our use case
SKU-FF16FFB258FB,n2,N2 STANDARD 2,2 vCPU,8 GB,x86_64,us-east4,us-east4,US-EAST4-F,Windows Server 2019,STANDARD,on-demand,0.1493 USD,$0.0501,,,0.57,False,07-11-2024,USD,PD-SSD,50,2,,,,,same-continent,200,0.0795,per_second,720,,Pricing API,Standard pricing for this configuration
SKU-EAB3F04B548C,e2,E2 HIGHMEM 4,4,32 GB,arm64,Southamerica East1,southamerica-east1,southamerica-east1-e,Linux,STANDARD,on_demand,0.2168 USD,0.0709 USD,False, 20 % ,,YES,2025-01-28,usd,pd_balanced,100 GB,0,0,,0.0,,same-region,100,"0,0102 /GB",per minute,730,"169,31 USD",Pricing table,Great price point for the resources provided
SKU-C95407EAE330,n2d, n2d-highmem-32 , 32vcpus ,256,x86_64,us-east4,us_east4,US-EAST4-E,Windows Server 2022,premium ,on_demand,2.5981,"0,6594",no, 25 % ,45%,False,2024/07/19,EUR,PD-STANDARD,10GB,0,,,0.0,0,intercontinental,up to 10GB,"€0,1149/GB",Per_Second,665,,Pricing table,Poor price-to-performance ratio
SKU-CA659B43CC2C,a2,a2 STANDARD 2,2 vCPU,24 GiB,X86-64,me_central1,me-central1,mecentral1b,Windows Server 2022,Standard,OnDemand,$0.3198,US$ 0.1101,no,30%, 45 % ,False,24-02-2025,usd,PD-SSD,25GB,0,,,,0,same-continent,500,0.0828,per-second,720,"293,91 USD",Pricing API,"Good value, meets our requirements perfectly"
SKU-4E342E519726,c3,c3-highmem-4,4,32GB,x86_64,us_west1,US-WEST1,uswest1c,Windows Server 2022,STANDARD,OnDemand,"0,4039",0.1793,Y,,,False,2023/04/02,EUR,pd_standard,10GB,0,0,,,0,intercontinental,50,"€0,1162/GB",per_second,549,"227,95 USD",Manual,Very satisfied with the pricing and performance
SKU-E1D3E70C53B2,n1,n1-highcpu-4,4,3.6 GB,X86-64,Europe West4,europe_west4,europe-west4-d,linux,premium ,on_demand,$0.1496,0.0523 USD,no,30%,,0,01/03/2024,usd,PD-BALANCED,25 GB,4,,,0.0,,same-region,500,0.0101,per-second,639,117.04,Pricing table,Too costly relative to resources
SKU-243B6D62DE33,n2,n2-standard-96,96 vCPU, 384GIB ,x86_64,asia-northeast1,ASIA-NORTHEAST1,Asia Northeast1 B ,linux,Premium,on-demand,$5.5340,1.8496,YES,0.25,45%,1,01-10-2025,EUR,pd-ssd,100,0,0,,0.0,,intercontinental,50,"€0,1241/GB",hourly,720,$3230.26,Calculator,Pricing is unreasonable
SKU-157E974DD2CA,a2,a2-standard-64,64 vCPU,768,x86_64,AUSTRALIA-SOUTHEAST1,AUSTRALIA-SOUTHEAST1,australiasoutheast1b,SUSE,Premium,on_demand,9.3904,"2,8149",False,, 50 % ,True,2025/05/13,USD,PD-SSD,10 GB,0,,,0.0,0,china,100,0.2208,hourly,varies,$6878.78,Pricing API,"Expensive option, not recommended"
SKU-FBC2D875591E,T2D,t2dHIGHMEM32, 32vcpus ,256,x86_64,asia-northeast1,asia_northeast1,asianortheast1c,Windows Server 2022,Standard,on_demand,"€2,5145","1,0221",N,30%,0.45,no,24-04-2025,EUR,pd-balanced,100,0,,NVIDIA_V100,1.0,"2,4568",same-continent,50,0.0817,Per_Second,730,3351.63,Calculator,Very satisfied with the pricing and performance
SKU-2EAA09290611,T2D,t2d-highmem-32, 32vcpus ,256,x86_64,europe-north1,europe_north1,Europe North1 E ,SUSE,Premium,OnDemand,1.8427,US$ 0.6889,1,25%,50%,no,05/21/2023,US$,pd-ssd,10GB,1,0,,0.0,0,china,up to 200GB,0.24 USD/GB,per_second,,$1394.41,Pricing table,"Fair price point, meets expectations"
SKU-B16BDBF15DE5,t2d,t2d-standard-8,8,32,arm64,Northamerica Northeast1,NORTHAMERICA-NORTHEAST1,NORTHAMERICA-NORTHEAST1-D,Windows Server 2022,Standard,OnDemand,0.4882,0.1246,YES, 30 % ,57%,,22/09/2025,US$,PD-STANDARD, 25gb ,2,,nvidia_h100_80gb,1.0,$4.9604,australia,100,0.1964,hourly,261,,Manual,Very cost-effective for our use case
SKU-B464958AA7D1,e2,e2-highmem-2,2 vCPU,16,X86-64,EUROPE-NORTH1,europe_north1,europe-north1-e,RHEL,Standard,on_demand,"€0,1134","0,0351",, 20 % , 45 % ,Y,11/06/2025,EUR,pd_balanced,100,4,,,0.0,0,intercontinental,50,0.1205,hourly,730,,Manual,Not affordable for our budget
SKU-9F682D6892ED,t2d,t2d-standard-64,64 vCPU,256,X86-64,europe-west1,europe-west1,europe-west1-f,SUSE,Premium,on-demand,3.0378 USD,$1.2173,Y,,57%,true,09-08-2025,USD,pd-ssd,10 GB,0,,,,0,china,100,"0,2319 /GB",per-second,730,$2242.47,Pricing API,Pricing is competitive
SKU-A9E78E2DEC7F,n2d,n2d-highcpu-4, 4vcpus , 4GIB ,x86_64,Asia Southeast1,asia-southeast1,Asia Southeast1 A ,Linux,Premium,OnDemand,$0.1557,$0.0395,no,20%, 57 % ,true,16-12-2024,US$,PD-BALANCED, 10gb ,4,,,0.0,0,intercontinental,50,0.12 USD/GB,per_second,730,"120,81 USD",Pricing API,Overpriced for the specifications
SKU-4B8C40D2A000,c2,C2 STANDARD 4, 4vcpus ,16GiB,x86_64,ASIA-NORTHEAST1,ASIA-NORTHEAST1,asia-northeast1-e,Windows Server 2019,premium ,OnDemand,0.3581,"0,1315",True,20%, 45 % ,,2023/10/03,€,PD-BALANCED,100 GB,2,,,0.0,,australia,up to 100GB,0.1906,hourly,720,,Manual,Cost-effective solution for our workload
SKU-A81863DEE712,n2d,n2d-highcpu-4,4,4,arm64,Finland,EUROPE-NORTH1,Europe North1 D ,RHEL,Premium,on_demand,0.173,US$ 0.0262,1,, 50 % ,0,2023/10/24,usd,PD-BALANCED,25 GB,4,,,0.0,0,same-region,1000,0.01 USD/GB,hourly,720,"137,16 USD",Calculator,Great deal for the resources allocated
SKU-27457C22AF71,c2,c2-standard-4,4,16,arm64,Europe West (Netherlands),europe-west4,europe-west4-c,linux,STANDARD,on_demand,0.2254,0.0377,, 25 % , 57 % ,true,18-03-2023,US$,pd_standard, 100gb ,2,375,,,,same-continent,50,0.083,per minute,720,$170.41,Pricing table,Not cost-effective for our needs
SKU-7BBB1B6AFC42,c2,c2-highmem-4, 4vcpus ,32,X86-64,us_east1,US-EAST1,us-east1-a,Windows Server 2019,Standard,OnDemand,$0.3528,0.0825 USD,YES, 20 % ,57%,true,07/17/2023,€,pd-balanced,10,1,,,0.0,0,china,10,"€0,2214/GB",per minute,varies,$257.26,Manual,"Expensive option, not recommended"
SKU-7DF33297660A,c2, c2-highmem-96 ,96 vCPU,768,X86-64,me-central1,me_central1,me-central1-c,RHEL,Standard,OnDemand,"9,3103",2.4285 USD,N,0.25, 57 % ,,2023-10-20,US$,pd_balanced,100,2,2x375,,0.0,,same-continent,up to 500GB,"0,0795 /GB",per minute,388,,Manual,Standard pricing structure
SKU-18C0F22CEFB4,t2d,t2d-highmem-4, 4vcpus ,32,X86-64,SOUTHAMERICA-EAST1,southamerica-east1,southamerica-east1-d,Windows Server 2022,premium ,OnDemand,"0,3365",US$ 0.1477,1,,,0,2024-01-30,usd,pd-standard, 50gb ,1,2x375,,,,intercontinental,500,$0.120/GB,Per_Second,720,"304,32 USD",Manual,Not affordable for our budget
SKU-B12E497929D4,n1,n1-highcpu-8,8,7.2 GiB,x86_64,asia-southeast1,asia_southeast1,asia-southeast1-e,Windows Server 2022,Premium,on_demand,0.467,US$ 0.1041,YES,30%,,False,2024/08/16,USD,PD-STANDARD, 25gb ,0,,NVIDIA_T4,2.0,$0.6725,same-continent,10,0.08 USD/GB,per-second,564,644.54,Pricing table,"Average pricing, acceptable for standard workloads"
SKU-7FF6B02E9A6D,c3,c3-highcpu-2,2,2,arm64,US-CENTRAL1,US-CENTRAL1,us-central1-a,linux,premium ,OnDemand,US$ 0.0857,$0.0326,False,0.2,0.57,,28/05/2024,usd,pd_balanced,100 GB,2,,,0.0,0,australia,1000,0.1943,hourly,720,,Calculator,Excellent balance of price and performance
SKU-DA0724B021A4,a2,a2 STANDARD 8, 8vcpus ,96,x86_64,EUROPE-WEST4,EUROPE-WEST4,europe-west4-f,Windows Server 2022,STANDARD,OnDemand,US$ 1.1790,"0,5168",YES, 30 % ,0.57,N,15-11-2024,usd,PD-STANDARD, 50gb ,1,0,,,0,intercontinental,up to 1000GB,0.1164,Per_Second,730,$979.04,Pricing table,Not affordable for our budget
SKU-ED38618F97BD,t2d,t2d-highmem-16, 16vcpus ,128,arm64,Southamerica East1,southamerica-east1,Southamerica East1 F ,Linux,Premium,on_demand,"1,0379",$0.2880,False,0.25, 57 % ,YES,2024-05-11,usd,pd_standard,50,2,,,,,same-continent,50,0.08 USD/GB,per-second,,$753.41,Calculator,"Average cost, meets basic requirements"
